Time	Color	Edge	Label	
775	Blue	9;14	(9,14)
775	Blue	40;53	(40,53)
775	Blue	45;47	(45,47)
775	Blue	30;119	(30,119)
775	Blue	21;40	(21,40)
775	Blue	24;68	(24,68)
775	Blue	18;39	(18,39)
775	Blue	40;62	(40,62)
775	Blue	65;73	(65,73)
775	Blue	152;172	(152,172)
775	Blue	40;49	(40,49)
775	Blue	29;68	(29,68)
775	Blue	13;48	(13,48)
775	Blue	155;163	(155,163)
775	Blue	103;111	(103,111)
775	Blue	37;62	(37,62)
775	Blue	19;31	(19,31)
775	Blue	29;47	(29,47)
775	Blue	24;29	(24,29)
775	Blue	167;175	(167,175)
775	Blue	45;68	(45,68)
775	Blue	18;58	(18,58)
775	Blue	66;163	(66,163)
775	Blue	29;45	(29,45)
775	Blue	39;42	(39,42)
775	Blue	154;176	(154,176)
775	Blue	1;52	(1,52)
776	Blue	24;29	(24,29)
776	Blue	60;62	(60,62)
776	Blue	134;136	(134,136)
776	Blue	134;138	(134,138)
776	Blue	138;140	(138,140)
776	Blue	37;52	(37,52)
776	Blue	7;68	(7,68)
776	Blue	17;152	(17,152)
776	Blue	119;122	(119,122)
776	Blue	152;172	(152,172)
776	Blue	77;105	(77,105)
776	Blue	11;45	(11,45)
776	Blue	158;174	(158,174)
776	Blue	103;111	(103,111)
777	Blue	152;158	(152,158)
777	Blue	158;172	(158,172)
777	Blue	170;171	(170,171)
777	Blue	167;175	(167,175)
777	Blue	158;174	(158,174)
777	Blue	0;11	(0,11)
777	Blue	7;68	(7,68)
777	Blue	152;174	(152,174)
777	Blue	37;52	(37,52)
777	Blue	153;174	(153,174)
777	Blue	119;122	(119,122)
777	Blue	24;29	(24,29)
777	Blue	156;158	(156,158)
778	Blue	152;158	(152,158)
778	Blue	170;171	(170,171)
778	Blue	167;175	(167,175)
778	Blue	158;174	(158,174)
778	Blue	37;52	(37,52)
778	Blue	34;52	(34,52)
778	Blue	7;68	(7,68)
778	Blue	152;174	(152,174)
778	Blue	0;11	(0,11)
778	Blue	150;179	(150,179)
778	Blue	60;62	(60,62)
778	Blue	24;29	(24,29)
778	Blue	62;74	(62,74)
778	Blue	11;45	(11,45)
779	Blue	170;171	(170,171)
779	Blue	60;62	(60,62)
779	Blue	152;167	(152,167)
779	Blue	150;164	(150,164)
779	Blue	158;174	(158,174)
779	Blue	34;52	(34,52)
779	Blue	7;68	(7,68)
779	Blue	152;174	(152,174)
779	Blue	0;11	(0,11)
779	Blue	153;174	(153,174)
779	Blue	135;139	(135,139)
779	Blue	153;158	(153,158)
779	Blue	29;37	(29,37)
779	Blue	47;49	(47,49)
780	Blue	86;131	(86,131)
780	Blue	152;158	(152,158)
780	Blue	153;158	(153,158)
780	Blue	60;62	(60,62)
780	Blue	110;133	(110,133)
780	Blue	152;174	(152,174)
780	Blue	89;133	(89,133)
780	Blue	158;174	(158,174)
780	Blue	34;52	(34,52)
780	Blue	7;68	(7,68)
780	Blue	150;164	(150,164)
780	Blue	0;11	(0,11)
780	Blue	131;137	(131,137)
780	Blue	153;174	(153,174)
780	Blue	34;60	(34,60)
780	Blue	119;122	(119,122)
780	Blue	154;167	(154,167)
780	Blue	86;137	(86,137)
780	Blue	29;37	(29,37)
780	Blue	11;45	(11,45)
781	Blue	86;131	(86,131)
781	Blue	153;158	(153,158)
781	Blue	34;60	(34,60)
781	Blue	39;58	(39,58)
781	Blue	24;29	(24,29)
781	Blue	0;11	(0,11)
781	Blue	37;52	(37,52)
781	Blue	34;52	(34,52)
781	Blue	7;68	(7,68)
781	Blue	86;137	(86,137)
781	Blue	131;137	(131,137)
781	Blue	153;174	(153,174)
781	Blue	119;122	(119,122)
781	Blue	85;139	(85,139)
781	Blue	77;105	(77,105)
781	Blue	11;45	(11,45)
781	Blue	29;37	(29,37)
781	Blue	60;62	(60,62)
782	Blue	86;131	(86,131)
782	Blue	154;175	(154,175)
782	Blue	60;62	(60,62)
782	Blue	158;174	(158,174)
782	Blue	58;150	(58,150)
782	Blue	40;42	(40,42)
782	Blue	37;52	(37,52)
782	Blue	34;52	(34,52)
782	Blue	7;68	(7,68)
782	Blue	0;11	(0,11)
782	Blue	131;137	(131,137)
782	Blue	39;150	(39,150)
782	Blue	11;45	(11,45)
782	Blue	47;49	(47,49)
783	Blue	154;175	(154,175)
783	Blue	14;60	(14,60)
783	Blue	24;29	(24,29)
783	Blue	60;62	(60,62)
783	Blue	39;58	(39,58)
783	Blue	131;141	(131,141)
783	Blue	150;179	(150,179)
783	Blue	37;52	(37,52)
783	Blue	0;7	(0,7)
783	Blue	7;68	(7,68)
783	Blue	0;11	(0,11)
783	Blue	131;137	(131,137)
783	Blue	119;122	(119,122)
783	Blue	77;105	(77,105)
783	Blue	39;150	(39,150)
783	Blue	86;131	(86,131)
783	Blue	11;45	(11,45)
784	Blue	154;175	(154,175)
784	Blue	171;176	(171,176)
784	Blue	118;119	(118,119)
784	Blue	99;119	(99,119)
784	Blue	119;122	(119,122)
784	Blue	158;179	(158,179)
784	Blue	131;142	(131,142)
784	Blue	57;119	(57,119)
784	Blue	113;114	(113,114)
784	Blue	153;158	(153,158)
784	Blue	158;174	(158,174)
784	Blue	47;49	(47,49)
784	Blue	0;11	(0,11)
784	Blue	82;119	(82,119)
784	Blue	7;68	(7,68)
784	Blue	37;52	(37,52)
784	Blue	153;174	(153,174)
784	Blue	158;176	(158,176)
784	Blue	11;45	(11,45)
784	Blue	157;176	(157,176)
784	Blue	137;142	(137,142)
784	Blue	86;141	(86,141)
784	Blue	131;141	(131,141)
784	Blue	150;174	(150,174)
784	Blue	131;137	(131,137)
784	Blue	155;163	(155,163)
784	Blue	167;175	(167,175)
784	Blue	158;172	(158,172)
784	Blue	153;163	(153,163)
784	Blue	24;29	(24,29)
784	Blue	60;62	(60,62)
784	Blue	164;179	(164,179)
784	Blue	66;163	(66,163)
784	Blue	66;155	(66,155)
784	Blue	66;177	(66,177)
785	Blue	113;114	(113,114)
785	Blue	158;172	(158,172)
785	Blue	156;158	(156,158)
785	Blue	24;29	(24,29)
785	Blue	60;62	(60,62)
785	Blue	163;173	(163,173)
785	Blue	134;136	(134,136)
785	Blue	150;154	(150,154)
785	Blue	89;134	(89,134)
785	Blue	0;11	(0,11)
785	Blue	34;52	(34,52)
785	Blue	7;68	(7,68)
785	Blue	80;86	(80,86)
785	Blue	37;52	(37,52)
785	Blue	153;174	(153,174)
785	Blue	163;179	(163,179)
785	Blue	14;21	(14,21)
785	Blue	89;136	(89,136)
785	Blue	11;45	(11,45)
785	Blue	66;177	(66,177)
785	Blue	172;174	(172,174)
786	Blue	158;172	(158,172)
786	Blue	24;29	(24,29)
786	Blue	60;62	(60,62)
786	Blue	49;61	(49,61)
786	Blue	34;52	(34,52)
786	Blue	49;65	(49,65)
786	Blue	104;105	(104,105)
786	Blue	37;52	(37,52)
786	Blue	14;21	(14,21)
786	Blue	47;49	(47,49)
786	Blue	29;37	(29,37)
786	Blue	131;142	(131,142)
786	Blue	11;45	(11,45)
787	Blue	156;158	(156,158)
787	Blue	24;29	(24,29)
787	Blue	60;62	(60,62)
787	Blue	158;174	(158,174)
787	Blue	34;52	(34,52)
787	Blue	0;11	(0,11)
787	Blue	47;61	(47,61)
787	Blue	14;21	(14,21)
787	Blue	47;49	(47,49)
787	Blue	29;37	(29,37)
787	Blue	11;45	(11,45)
788	Blue	24;29	(24,29)
788	Blue	156;158	(156,158)
788	Blue	158;174	(158,174)
788	Blue	49;61	(49,61)
788	Blue	34;52	(34,52)
788	Blue	7;68	(7,68)
788	Blue	11;45	(11,45)
789	Blue	37;62	(37,62)
789	Blue	60;62	(60,62)
789	Blue	49;61	(49,61)
789	Blue	34;52	(34,52)
789	Blue	49;65	(49,65)
789	Blue	7;68	(7,68)
789	Blue	37;52	(37,52)
789	Blue	65;73	(65,73)
789	Blue	14;21	(14,21)
789	Blue	0;11	(0,11)
789	Blue	40;70	(40,70)
789	Blue	37;60	(37,60)
789	Blue	11;45	(11,45)
789	Blue	29;37	(29,37)
789	Blue	47;49	(47,49)
790	Blue	1;34	(1,34)
790	Blue	24;29	(24,29)
790	Blue	156;158	(156,158)
790	Blue	158;174	(158,174)
790	Blue	42;70	(42,70)
790	Blue	37;52	(37,52)
790	Blue	49;65	(49,65)
790	Blue	7;68	(7,68)
790	Blue	0;11	(0,11)
790	Blue	153;174	(153,174)
790	Blue	65;73	(65,73)
790	Blue	14;21	(14,21)
790	Blue	167;175	(167,175)
790	Blue	11;45	(11,45)
790	Blue	60;62	(60,62)
791	Blue	156;158	(156,158)
791	Blue	153;163	(153,163)
791	Blue	167;175	(167,175)
791	Blue	7;68	(7,68)
791	Blue	37;52	(37,52)
791	Blue	14;21	(14,21)
791	Blue	11;45	(11,45)
791	Blue	47;49	(47,49)
792	Blue	156;158	(156,158)
792	Blue	42;70	(42,70)
792	Blue	34;52	(34,52)
792	Blue	7;68	(7,68)
792	Blue	37;52	(37,52)
792	Blue	153;174	(153,174)
792	Blue	0;11	(0,11)
793	Blue	156;158	(156,158)
793	Blue	158;174	(158,174)
793	Blue	49;61	(49,61)
793	Blue	42;70	(42,70)
793	Blue	0;11	(0,11)
793	Blue	153;174	(153,174)
793	Blue	14;21	(14,21)
793	Blue	29;73	(29,73)
793	Blue	60;71	(60,71)
793	Blue	60;62	(60,62)
793	Blue	11;45	(11,45)
794	Blue	46;60	(46,60)
794	Blue	68;71	(68,71)
794	Blue	42;70	(42,70)
794	Blue	14;37	(14,37)
794	Blue	23;74	(23,74)
794	Blue	49;62	(49,62)
794	Blue	34;52	(34,52)
794	Blue	49;65	(49,65)
794	Blue	29;71	(29,71)
794	Blue	21;42	(21,42)
794	Blue	45;62	(45,62)
794	Blue	37;60	(37,60)
794	Blue	156;158	(156,158)
794	Blue	24;60	(24,60)
794	Blue	14;71	(14,71)
794	Blue	0;11	(0,11)
794	Blue	7;68	(7,68)
794	Blue	37;52	(37,52)
794	Blue	21;74	(21,74)
794	Blue	11;46	(11,46)
794	Blue	0;62	(0,62)
794	Blue	29;47	(29,47)
794	Blue	7;14	(7,14)
794	Blue	49;61	(49,61)
794	Blue	40;53	(40,53)
794	Blue	29;37	(29,37)
794	Blue	60;62	(60,62)
794	Blue	24;49	(24,49)
794	Blue	158;174	(158,174)
794	Blue	21;62	(21,62)
795	Blue	46;60	(46,60)
795	Blue	21;47	(21,47)
795	Blue	14;37	(14,37)
795	Blue	42;71	(42,71)
795	Blue	37;49	(37,49)
795	Blue	62;73	(62,73)
795	Blue	150;154	(150,154)
795	Blue	34;52	(34,52)
795	Blue	0;7	(0,7)
795	Blue	52;71	(52,71)
795	Blue	1;60	(1,60)
795	Blue	7;29	(7,29)
795	Blue	47;49	(47,49)
795	Blue	53;52	(53,52)
795	Blue	156;158	(156,158)
795	Blue	23;74	(23,74)
795	Blue	158;174	(158,174)
795	Blue	14;65	(14,65)
795	Blue	34;53	(34,53)
795	Blue	49;62	(49,62)
795	Blue	49;65	(49,65)
795	Blue	34;74	(34,74)
795	Blue	7;68	(7,68)
795	Blue	0;11	(0,11)
795	Blue	7;37	(7,37)
795	Blue	46;53	(46,53)
795	Blue	34;47	(34,47)
795	Blue	25;70	(25,70)
795	Blue	0;29	(0,29)
795	Blue	7;14	(7,14)
795	Blue	49;73	(49,73)
795	Blue	0;45	(0,45)
795	Blue	7;45	(7,45)
795	Blue	40;53	(40,53)
795	Blue	23;34	(23,34)
795	Blue	40;74	(40,74)
795	Blue	47;70	(47,70)
795	Blue	7;24	(7,24)
795	Blue	53;74	(53,74)
795	Blue	65;73	(65,73)
795	Blue	11;21	(11,21)
795	Blue	21;70	(21,70)
795	Blue	29;68	(29,68)
795	Blue	24;68	(24,68)
795	Blue	62;74	(62,74)
795	Blue	37;62	(37,62)
795	Blue	14;49	(14,49)
795	Blue	24;29	(24,29)
795	Blue	60;62	(60,62)
795	Blue	14;62	(14,62)
795	Blue	45;74	(45,74)
795	Blue	45;68	(45,68)
795	Blue	1;47	(1,47)
795	Blue	34;45	(34,45)
795	Blue	24;45	(24,45)
795	Blue	29;45	(29,45)
795	Blue	37;65	(37,65)
795	Blue	1;52	(1,52)
796	Blue	24;29	(24,29)
796	Blue	60;62	(60,62)
796	Blue	158;174	(158,174)
796	Blue	61;73	(61,73)
796	Blue	42;70	(42,70)
796	Blue	25;70	(25,70)
796	Blue	34;52	(34,52)
796	Blue	0;7	(0,7)
796	Blue	7;68	(7,68)
796	Blue	37;52	(37,52)
796	Blue	62;74	(62,74)
796	Blue	14;21	(14,21)
796	Blue	11;45	(11,45)
797	Blue	24;29	(24,29)
797	Blue	156;158	(156,158)
797	Blue	42;70	(42,70)
797	Blue	34;52	(34,52)
797	Blue	7;68	(7,68)
797	Blue	37;52	(37,52)
797	Blue	62;74	(62,74)
797	Blue	153;174	(153,174)
797	Blue	14;21	(14,21)
797	Blue	11;45	(11,45)
798	Blue	166;167	(166,167)
798	Blue	158;174	(158,174)
798	Blue	42;70	(42,70)
798	Blue	25;70	(25,70)
798	Blue	34;52	(34,52)
798	Blue	153;172	(153,172)
798	Blue	7;68	(7,68)
798	Blue	37;52	(37,52)
798	Blue	62;74	(62,74)
798	Blue	14;21	(14,21)
798	Blue	24;29	(24,29)
799	Blue	166;167	(166,167)
799	Blue	156;158	(156,158)
799	Blue	158;174	(158,174)
799	Blue	61;73	(61,73)
799	Blue	42;70	(42,70)
799	Blue	62;74	(62,74)
799	Blue	153;174	(153,174)
799	Blue	14;21	(14,21)
799	Blue	29;37	(29,37)
799	Blue	11;45	(11,45)
800	Blue	166;167	(166,167)
800	Blue	156;158	(156,158)
800	Blue	158;174	(158,174)
800	Blue	61;73	(61,73)
800	Blue	45;60	(45,60)
800	Blue	62;74	(62,74)
800	Blue	60;62	(60,62)
800	Blue	14;21	(14,21)
800	Blue	24;29	(24,29)
800	Blue	29;37	(29,37)
800	Blue	11;45	(11,45)
801	Blue	156;158	(156,158)
801	Blue	158;174	(158,174)
801	Blue	61;73	(61,73)
801	Blue	42;70	(42,70)
801	Blue	47;49	(47,49)
801	Blue	34;52	(34,52)
801	Blue	42;46	(42,46)
801	Blue	7;68	(7,68)
801	Blue	45;60	(45,60)
801	Blue	62;74	(62,74)
801	Blue	153;174	(153,174)
801	Blue	163;179	(163,179)
801	Blue	4;63	(4,63)
801	Blue	11;45	(11,45)
801	Blue	29;37	(29,37)
801	Blue	60;62	(60,62)
802	Blue	24;29	(24,29)
802	Blue	156;158	(156,158)
802	Blue	158;174	(158,174)
802	Blue	34;52	(34,52)
802	Blue	0;7	(0,7)
802	Blue	7;68	(7,68)
802	Blue	37;52	(37,52)
802	Blue	62;74	(62,74)
802	Blue	65;73	(65,73)
802	Blue	60;62	(60,62)
802	Blue	47;49	(47,49)
802	Blue	14;21	(14,21)
802	Blue	11;45	(11,45)
803	Blue	80;139	(80,139)
803	Blue	24;29	(24,29)
803	Blue	156;158	(156,158)
803	Blue	42;70	(42,70)
803	Blue	25;70	(25,70)
803	Blue	42;46	(42,46)
803	Blue	7;68	(7,68)
803	Blue	0;11	(0,11)
803	Blue	62;74	(62,74)
803	Blue	65;73	(65,73)
803	Blue	14;21	(14,21)
803	Blue	60;62	(60,62)
803	Blue	11;45	(11,45)
804	Blue	29;71	(29,71)
804	Blue	170;171	(170,171)
804	Blue	25;70	(25,70)
804	Blue	34;52	(34,52)
804	Blue	0;7	(0,7)
804	Blue	45;62	(45,62)
804	Blue	47;49	(47,49)
804	Blue	14;60	(14,60)
804	Blue	156;158	(156,158)
804	Blue	29;62	(29,62)
804	Blue	29;74	(29,74)
804	Blue	49;65	(49,65)
804	Blue	7;68	(7,68)
804	Blue	37;52	(37,52)
804	Blue	62;74	(62,74)
804	Blue	99;119	(99,119)
804	Blue	25;53	(25,53)
804	Blue	49;73	(49,73)
804	Blue	29;30	(29,30)
804	Blue	65;73	(65,73)
804	Blue	11;45	(11,45)
804	Blue	24;62	(24,62)
804	Blue	7;53	(7,53)
804	Blue	24;29	(24,29)
804	Blue	60;62	(60,62)
804	Blue	14;62	(14,62)
804	Blue	61;73	(61,73)
804	Blue	34;62	(34,62)
804	Blue	53;73	(53,73)
804	Blue	14;21	(14,21)
804	Blue	0;11	(0,11)
804	Blue	53;70	(53,70)
805	Blue	24;30	(24,30)
805	Blue	47;87	(47,87)
805	Blue	23;74	(23,74)
805	Blue	163;173	(163,173)
805	Blue	77;110	(77,110)
805	Blue	34;52	(34,52)
805	Blue	11;47	(11,47)
805	Blue	42;62	(42,62)
805	Blue	156;158	(156,158)
805	Blue	34;53	(34,53)
805	Blue	25;70	(25,70)
805	Blue	49;65	(49,65)
805	Blue	34;47	(34,47)
805	Blue	25;53	(25,53)
805	Blue	21;45	(21,45)
805	Blue	62;70	(62,70)
805	Blue	21;52	(21,52)
805	Blue	1;23	(1,23)
805	Blue	29;30	(29,30)
805	Blue	24;68	(24,68)
805	Blue	53;62	(53,62)
805	Blue	23;47	(23,47)
805	Blue	37;73	(37,73)
805	Blue	7;53	(7,53)
805	Blue	24;29	(24,29)
805	Blue	14;62	(14,62)
805	Blue	34;62	(34,62)
805	Blue	14;21	(14,21)
805	Blue	53;70	(53,70)
806	Blue	24;29	(24,29)
806	Blue	156;158	(156,158)
806	Blue	86;141	(86,141)
806	Blue	77;110	(77,110)
806	Blue	7;101	(7,101)
806	Blue	47;68	(47,68)
806	Blue	153;158	(153,158)
806	Blue	29;68	(29,68)
806	Blue	29;47	(29,47)
806	Blue	37;40	(37,40)
806	Blue	47;87	(47,87)
807	Blue	154;175	(154,175)
807	Blue	153;158	(153,158)
807	Blue	86;141	(86,141)
807	Blue	1;68	(1,68)
807	Blue	68;80	(68,80)
807	Blue	163;179	(163,179)
808	Blue	152;166	(152,166)
808	Blue	24;29	(24,29)
808	Blue	68;80	(68,80)
809	Blue	25;70	(25,70)
810	Blue	25;70	(25,70)
811	Blue	45;62	(45,62)
812	Blue	45;62	(45,62)
812	Blue	19;66	(19,66)
813	Blue	19;66	(19,66)
813	Blue	14;25	(14,25)
814	Blue	14;25	(14,25)
814	Blue	1;68	(1,68)
814	Blue	14;70	(14,70)
815	Blue	68;70	(68,70)
815	Blue	25;70	(25,70)
815	Blue	14;25	(14,25)
815	Blue	1;14	(1,14)
815	Blue	49;65	(49,65)
815	Blue	1;68	(1,68)
815	Blue	14;70	(14,70)
815	Blue	131;137	(131,137)
815	Blue	1;70	(1,70)
815	Blue	14;45	(14,45)
815	Blue	96;103	(96,103)
815	Blue	142;143	(142,143)
816	Blue	70;73	(70,73)
816	Blue	49;70	(49,70)
816	Blue	62;73	(62,73)
816	Blue	14;70	(14,70)
816	Blue	19;66	(19,66)
816	Blue	25;30	(25,30)
816	Blue	49;62	(49,62)
816	Blue	49;65	(49,65)
816	Blue	143;146	(143,146)
816	Blue	29;47	(29,47)
816	Blue	49;73	(49,73)
816	Blue	96;103	(96,103)
816	Blue	29;118	(29,118)
816	Blue	142;143	(142,143)
816	Blue	65;73	(65,73)
816	Blue	14;73	(14,73)
816	Blue	79;81	(79,81)
816	Blue	14;49	(14,49)
816	Blue	24;29	(24,29)
816	Blue	14;62	(14,62)
816	Blue	45;68	(45,68)
816	Blue	14;65	(14,65)
817	Blue	126;143	(126,143)
817	Blue	142;143	(142,143)
817	Blue	49;73	(49,73)
817	Blue	96;103	(96,103)
818	Blue	65;73	(65,73)
818	Blue	96;103	(96,103)
819	Blue	45;68	(45,68)
819	Blue	65;73	(65,73)
819	Blue	96;103	(96,103)
820	Blue	96;98	(96,98)
820	Blue	96;103	(96,103)
820	Blue	49;73	(49,73)
821	Blue	49;73	(49,73)
821	Blue	96;103	(96,103)
822	Blue	96;103	(96,103)
823	Blue	96;103	(96,103)
824	Blue	96;103	(96,103)
826	Blue	49;73	(49,73)
826	Blue	14;62	(14,62)
826	Blue	45;68	(45,68)
826	Blue	49;65	(49,65)
826	Blue	1;68	(1,68)
826	Blue	65;73	(65,73)
836	Blue	56;58	(56,58)
841	Blue	96;103	(96,103)
846	Blue	142;143	(142,143)
958	Blue	102;122	(102,122)
959	Blue	101;102	(101,102)
959	Blue	101;127	(101,127)
959	Blue	102;127	(102,127)
959	Blue	81;127	(81,127)
960	Blue	2;18	(2,18)
960	Blue	99;119	(99,119)
960	Blue	18;58	(18,58)
960	Blue	149;164	(149,164)
960	Blue	105;127	(105,127)
960	Blue	2;58	(2,58)
961	Blue	18;55	(18,55)
961	Blue	151;179	(151,179)
961	Blue	7;47	(7,47)
961	Blue	2;18	(2,18)
961	Blue	42;71	(42,71)
961	Blue	99;119	(99,119)
961	Blue	94;119	(94,119)
961	Blue	112;153	(112,153)
961	Blue	13;155	(13,155)
961	Blue	163;179	(163,179)
961	Blue	119;122	(119,122)
961	Blue	105;114	(105,114)
961	Blue	42;114	(42,114)
961	Blue	119;127	(119,127)
961	Blue	153;158	(153,158)
961	Blue	42;68	(42,68)
961	Blue	112;158	(112,158)
961	Blue	163;173	(163,173)
961	Blue	13;171	(13,171)
961	Blue	11;42	(11,42)
961	Blue	6;168	(6,168)
961	Blue	2;3	(2,3)
961	Blue	149;179	(149,179)
961	Blue	100;102	(100,102)
961	Blue	164;179	(164,179)
961	Blue	47;62	(47,62)
961	Blue	18;58	(18,58)
961	Blue	99;127	(99,127)
961	Blue	149;164	(149,164)
961	Blue	62;179	(62,179)
962	Blue	18;55	(18,55)
962	Blue	103;148	(103,148)
962	Blue	111;118	(111,118)
962	Blue	156;158	(156,158)
962	Blue	7;47	(7,47)
962	Blue	8;23	(8,23)
962	Blue	46;60	(46,60)
962	Blue	42;71	(42,71)
962	Blue	99;119	(99,119)
962	Blue	113;139	(113,139)
962	Blue	94;119	(94,119)
962	Blue	5;13	(5,13)
962	Blue	49;65	(49,65)
962	Blue	89;139	(89,139)
962	Blue	163;179	(163,179)
962	Blue	119;122	(119,122)
962	Blue	37;60	(37,60)
962	Blue	103;119	(103,119)
962	Blue	99;122	(99,122)
962	Blue	119;127	(119,127)
962	Blue	113;114	(113,114)
962	Blue	29;49	(29,49)
962	Blue	8;42	(8,42)
962	Blue	42;68	(42,68)
962	Blue	158;174	(158,174)
962	Blue	95;100	(95,100)
962	Blue	154;160	(154,160)
962	Blue	29;53	(29,53)
962	Blue	155;163	(155,163)
962	Blue	53;65	(53,65)
962	Blue	163;178	(163,178)
962	Blue	62;74	(62,74)
962	Blue	153;174	(153,174)
962	Blue	117;121	(117,121)
962	Blue	61;68	(61,68)
962	Blue	30;46	(30,46)
962	Blue	119;121	(119,121)
962	Blue	35;175	(35,175)
962	Blue	100;103	(100,103)
962	Blue	99;121	(99,121)
962	Blue	95;103	(95,103)
962	Blue	42;74	(42,74)
962	Blue	93;94	(93,94)
962	Blue	155;178	(155,178)
962	Blue	80;130	(80,130)
962	Blue	35;171	(35,171)
962	Blue	105;112	(105,112)
962	Blue	25;34	(25,34)
962	Blue	34;37	(34,37)
962	Blue	94;103	(94,103)
962	Blue	29;37	(29,37)
962	Blue	13;171	(13,171)
962	Blue	100;102	(100,102)
962	Blue	158;163	(158,163)
962	Blue	98;103	(98,103)
962	Blue	13;155	(13,155)
962	Blue	121;122	(121,122)
962	Blue	155;171	(155,171)
962	Blue	0;11	(0,11)
962	Blue	39;150	(39,150)
962	Blue	62;70	(62,70)
962	Blue	112;114	(112,114)
963	Blue	46;60	(46,60)
963	Blue	80;139	(80,139)
963	Blue	89;139	(89,139)
963	Blue	7;47	(7,47)
963	Blue	104;105	(104,105)
963	Blue	30;60	(30,60)
963	Blue	163;179	(163,179)
963	Blue	119;122	(119,122)
963	Blue	0;21	(0,21)
963	Blue	156;158	(156,158)
963	Blue	30;46	(30,46)
963	Blue	154;160	(154,160)
963	Blue	49;65	(49,65)
963	Blue	0;11	(0,11)
963	Blue	62;74	(62,74)
963	Blue	153;174	(153,174)
963	Blue	105;113	(105,113)
963	Blue	119;129	(119,129)
963	Blue	95;103	(95,103)
963	Blue	25;34	(25,34)
963	Blue	105;112	(105,112)
963	Blue	82;114	(82,114)
963	Blue	106;119	(106,119)
963	Blue	166;167	(166,167)
963	Blue	29;37	(29,37)
963	Blue	100;102	(100,102)
963	Blue	112;113	(112,113)
963	Blue	95;102	(95,102)
963	Blue	102;103	(102,103)
963	Blue	158;174	(158,174)
963	Blue	94;104	(94,104)
963	Blue	88;89	(88,89)
963	Blue	103;106	(103,106)
964	Blue	46;60	(46,60)
964	Blue	80;139	(80,139)
964	Blue	156;158	(156,158)
964	Blue	154;160	(154,160)
964	Blue	155;178	(155,178)
964	Blue	99;127	(99,127)
964	Blue	149;164	(149,164)
964	Blue	153;174	(153,174)
964	Blue	119;122	(119,122)
964	Blue	82;114	(82,114)
964	Blue	119;121	(119,121)
964	Blue	29;37	(29,37)
964	Blue	100;102	(100,102)
965	Blue	46;60	(46,60)
965	Blue	80;139	(80,139)
965	Blue	100;102	(100,102)
965	Blue	125;129	(125,129)
965	Blue	154;160	(154,160)
965	Blue	155;178	(155,178)
965	Blue	149;157	(149,157)
965	Blue	104;105	(104,105)
965	Blue	99;127	(99,127)
965	Blue	149;164	(149,164)
965	Blue	153;174	(153,174)
965	Blue	25;34	(25,34)
965	Blue	61;68	(61,68)
966	Blue	46;60	(46,60)
966	Blue	80;139	(80,139)
966	Blue	170;171	(170,171)
966	Blue	100;102	(100,102)
966	Blue	30;46	(30,46)
966	Blue	154;160	(154,160)
966	Blue	155;178	(155,178)
966	Blue	158;174	(158,174)
966	Blue	172;179	(172,179)
966	Blue	104;105	(104,105)
966	Blue	125;129	(125,129)
966	Blue	149;164	(149,164)
966	Blue	153;174	(153,174)
966	Blue	119;129	(119,129)
966	Blue	62;70	(62,70)
966	Blue	29;37	(29,37)
966	Blue	7;47	(7,47)
967	Blue	46;60	(46,60)
967	Blue	7;47	(7,47)
967	Blue	100;102	(100,102)
967	Blue	158;174	(158,174)
967	Blue	154;160	(154,160)
967	Blue	155;178	(155,178)
967	Blue	30;46	(30,46)
967	Blue	94;104	(94,104)
967	Blue	138;140	(138,140)
967	Blue	99;127	(99,127)
967	Blue	149;164	(149,164)
967	Blue	62;74	(62,74)
967	Blue	153;174	(153,174)
967	Blue	29;37	(29,37)
967	Blue	62;70	(62,70)
968	Blue	46;60	(46,60)
968	Blue	80;139	(80,139)
968	Blue	100;102	(100,102)
968	Blue	125;129	(125,129)
968	Blue	154;160	(154,160)
968	Blue	155;178	(155,178)
968	Blue	158;174	(158,174)
968	Blue	138;140	(138,140)
968	Blue	172;179	(172,179)
968	Blue	99;127	(99,127)
968	Blue	149;164	(149,164)
968	Blue	62;74	(62,74)
968	Blue	153;174	(153,174)
968	Blue	119;122	(119,122)
968	Blue	0;11	(0,11)
968	Blue	30;46	(30,46)
968	Blue	7;47	(7,47)
969	Blue	46;60	(46,60)
969	Blue	80;139	(80,139)
969	Blue	100;102	(100,102)
969	Blue	30;46	(30,46)
969	Blue	154;160	(154,160)
969	Blue	155;178	(155,178)
969	Blue	158;174	(158,174)
969	Blue	149;164	(149,164)
969	Blue	125;129	(125,129)
969	Blue	0;11	(0,11)
969	Blue	62;74	(62,74)
969	Blue	153;174	(153,174)
969	Blue	119;129	(119,129)
969	Blue	61;68	(61,68)
969	Blue	99;127	(99,127)
970	Blue	46;60	(46,60)
970	Blue	156;158	(156,158)
970	Blue	30;46	(30,46)
970	Blue	154;160	(154,160)
970	Blue	155;178	(155,178)
970	Blue	172;179	(172,179)
970	Blue	125;129	(125,129)
970	Blue	62;74	(62,74)
970	Blue	153;174	(153,174)
970	Blue	61;68	(61,68)
971	Blue	46;60	(46,60)
971	Blue	95;102	(95,102)
971	Blue	156;158	(156,158)
971	Blue	158;174	(158,174)
971	Blue	154;160	(154,160)
971	Blue	155;178	(155,178)
971	Blue	30;46	(30,46)
971	Blue	138;140	(138,140)
